name,ja,en
idolRoad.rewardDetail.trustUp.comment,%{charName} の信頼度Lv.の上限が%{num}上昇,%{charName}'s\nTrust Level cap increased to %{num}
idolRoad.rewardDetail.title.name,専用称号『%{titleName}』x１,"Exclusive Title ""%{titleName}"" x1"
idolRoad.rewardDetail.title.comment,%{charName} 専用称号『%{titleName}』を獲得,"Receive %{charName}'s exclusive title ""%{titleName}"""
idolRoad.rewardDetail.supportIdol.comment,%{rarityText}サポートアイドルです,%{rarityText} Support Idol
idolRoad.evolutionStageUnlockPop.title,特訓数増加,Evolve Rank Increase
idolRoad.evolutionStageUnlockPop.message,アイドルロードの進行によって\n特訓段階が増加しました,"By moving forward on the Idol Road,\nyour idol's evolve rank increased!"
idolRoad.evolutionStageNotEnoughPop.title,特訓数不足,Not Evolved Enough
idolRoad.evolutionStageNotEnoughPop.message1,特訓数が足りていない為\nアイドルロードを進行することが出来ません,Unable to progress on Idol Road because\nthe evolution is not high enough.
idolRoad.evolutionStageNotEnoughPop.message2,%{idolName}\nの特訓数を4まで上昇させる事で\nアイドルロードの進行が可能になります,You'll be able to progress on Idol Road once\n%{idolName}'s\nevolution is increased to 4 stars.
idolRoad.produceAttentionPop.title,アイドルロード進行不可,Can't Advance Idol Road
idolRoad.produceAttentionPop.message1,%{idolName}\nは現在プロデュース中の為\nアイドルロードを進行させることが出来ません,%{idolName}\nis currently being Produced.\nCan't progress on Idol Road.
idolRoad.produceAttentionPop.message2,プロデュースを完了するか\nプロデュースを終了してください,Please end the Produce run\nor complete it.
idolRoad.rarityUpPop.title,レアリティ上昇,Rarity Increased
idolRoad.rarityUpPop.message,アイドルロードの進行によって\nレアリティが上昇しました,"By moving forward on the Idol Road,\nyour idol's rarity increased!"
idolRoad.trustLimitUpPop.title,信頼度上限解放,Trust Limit Unlock
idolRoad.trustLimitUpPop.message1,アイドルロードの進行によって,"By moving forward on the Idol Road,"
idolRoad.trustLimitUpPop.message2,[%{idolName}]の信頼度lv上限が%{limit},%{idolName}'s Trust Limit %{limit}
idolRoad.trustLimitUpPop.message3,に上昇しました,has been unlocked!
idolRoad.roadRewardDetail.received,獲得済み,Received
idolRoad.roadRewardDetail.notReceived,あとミッション%{count}個達成で到達,Reward from %{count} missions
idolRoad.popReceive.title,アイドルロード進行報酬,Idol Road Progress Reward
idolRoad.popReceive.comment,アイドルロード進行の報酬として\n以下を獲得しました,Received this reward from\nadvancing on Idol Road
idolRoad.needsEvolution,%{idolName}を最大まで特訓しよう,Evolve %{idolName} to the max
idolRoad.canProcessText,あと%{canProceedCount}歩進めます,Can advance %{canProceedCount} step(s)
idolRoad.recommendProcessText,ミッションをクリアして進めよう,Clear Missions to Move Forward
releasedCommentsPop.title,ボイス解放,Voice Unlocked
releasedCommentsPop.message,を解放しました\n\nホーム画面にて聞くことができます\nアイドルアルバムで再生のON/OFFが可能です,has been unlocked.\n\nYou can listen on the home screen.\nYou can toggle it ON/OFF from the album.
produceReady.idolRestrictionPop.title,編成アイドル制限,Idol Setup Restriction
produceReady.idolRestrictionPop.text.produceIdol,上記アイドルは\nまだ「%{title}」で\nプロデュースアイドルに選択できません,"The above idol cannot be selected\nas a Produce idol for\n""%{title}"" yet."
produceReady.idolRestrictionPop.text.supportIdol,上記アイドルは\nまだ「%{title}」で\nサポートアイドルに選択できません,"The above idol cannot be selected\nas a Support idol for\n""%{title}"" yet."
training.resultTitleFeatured,トレーニング結果,Training Result
training.invalidRarity2,Nのサポートアイドルには使用できません,Can't be used on N Rarity Support Idols
training.invalidRarity3,R以下のサポートアイドルには使用できません,Can't be used on R or lower Rarity Support Idols
training.invalidRarity4,SR以下のサポートアイドルには使用できません,Can't be used on SR or lower Rarity Support Idols
training.invalidLevel,Lv.%{lv}以上のため使用できません,Can't be used above Lv.%{lv}
training.normalInvalidBlockText,%{name}は\n他のトレーニングチケットと\n一緒に使用することはできません,%{name} can't be used\nwith other Training Tickets.
training.featuredInvalidBlockText,他のトレーニングチケットと\n一緒に使用することはできません,Can't be used with\nother Training Tickets.
training.confirm.comment,以下のチケットを使って、\nアイドルをトレーニングしますか？,Use this ticket to train\nthe idol?
training.confirm.lvNotice,Lv.2以上のサポートアイドルが選択されています\nアイドルをトレーニングした場合\n余剰分のExpは消失します,A Lv.2 or higher support idol is\nselected.  The excess experience\nwill be lost.
tutorial.dialog.idolChoice.title,プロデュースアイドル確認,Confirm Idol
tutorial.dialog.idolChoice.message,%{name}で\nチュートリアルを開始しますか？,Start the tutorial with\n%{name}?
tutorial.dialog.deckEdit.title,確認,Confirm
tutorial.dialog.deckEdit.message,編成のチュートリアルを見ますか？,View the Team Setup Tutorial?
tutorial.staffMessage,初めにプロデュースするアイドルを選んであげてください♪\nチュートリアル後には他のアイドルもプロデュースできますよ～,"First, please choose the idol you'd like to produce♪\nAfter the tutorial you can choose a different idol～"
tutorial.unitDescription.1,小さな光を宿す少女たちで結成された、新世代のアイドルユニット。\n今はまだかすかな輝きでも、時にぶつかり時に支え合いながら、\n一等星を目指して歩んでいく！,"A new-generation unit of girls, harboring a tiny light.\nAlthough their glow is faint, they will persevere together\nto shine even brighter and become shooting stars!"
tutorial.unitDescription.2,胸に燻る焔を「ウタ」に、孤独な泪を「ネガイ」に変える、\n新世界の革命的アイドルユニット。\nゴシックなドレスを纏い、彼女たちは希望を謳い続ける―。,"The smoldering flame in their hearts made into ""Song"",\nand the solitude in their tears turned into ""Prayer"".\nThey are a revolutionary unit of the New World.\nClad in Gothic dresses, they sing on for hope."
tutorial.unitDescription.3,個性と個性がぶつかり合う全力系アイドルユニット。\n全身全霊でアイドル道を突き進む彼女達の姿こそ、クライマックスの証。\nファンもプロデューサーも世界も巻き込んでアイドル界のてっぺんを目指す！！,"A full-power unit where their unique personalities clash.\nThey plunge forward on the path of an idol, with the proof\nof their devotion shown at the ""Climax"" of their performance.\nThese idols will engulf the world as they aim for the very top!!"
tutorial.unitDescription.4,ポップでハッピーな3人組アイドルユニット。\nアルストロメリアの花言葉「未来への憧れ」を胸に抱き、\n今日もシアワセなパフォーマンスで会場に笑顔を咲かせます！,"A happy pop unit of three idols.\nThey embrace the symbolism of the alstroemeria flower,\n""Longing for the future"". Their cheerful performances\nwill make smiles bloom from everyone in the audience!"
