ja,en
ホントー！　ちょうど欲しい服あったんだよね～\nありがとっ！　プロデューサーさん,ホントー！　ちょうど欲しい服あったんだよね～\nありがとっ！　プロデューサーさん
今日は、好きなことしていいよ\n甜花も頑張ってるからな,今日は、好きなことしていいよ\n甜花も頑張ってるからな
に、にへへ……！\nお昼寝して……また頑張る……,に、にへへ……！\nお昼寝して……また頑張る……
千雪、たまには休んでくれ\nなんというか……心配でな,"Chiyuki, make sure you take a break\r\nevery once in a while.\r\nHow can I say it...I'm worried for you."
そんな……自分で選んだことですから\nでも、ちゃんと休んで、もっと頑張りますね！,"Oh no, you shouldn't...\r\nThis is something I've decided on my own.\r\nHowever, I'll rest well and keep trying my best!"
このところ恋鐘は頑張ってたからな\n少しぐらい休んでもいいんじゃないか？,このところ恋鐘は頑張ってたからな\n少しぐらい休んでもいいんじゃないか？
うん、そうやね、ちょっと休憩するばいー\nプロデューサー、心配してくれてありがとー！,うん、そうやね、ちょっと休憩するばいー\nプロデューサー、心配してくれてありがとー！
今日は休みにしようか\n疲れを取って、また頑張ろう,"Why don't we take today to rest up?\nShake off the tiredness, and we'll work hard tomorrow."
本当ですかぁ？　ありがとーございまぁす\nお風呂に浸かってゆっくりしますねー,"Are you sure? Thank you very much～\nI'll be getting in a nice, hot bath and relaxingー"
咲耶、頑張りすぎも体に毒だぞ\n少しは休んだらどうだ？,咲耶、頑張りすぎも体に毒だぞ\n少しは休んだらどうだ？
ああ、プロデューサーの言う通りかもしれないな\nありがとう。少し休ませてもらうよ,ああ、プロデューサーの言う通りかもしれないな\nありがとう。少し休ませてもらうよ
最近忙しくしてたし、今日は休みにしようか,最近忙しくしてたし、今日は休みにしようか
いいの？　やった、ありがとねプロデューサー\n……うーん、お休みかぁ。……なーにしよっかなぁ……♪,いいの？　やった、ありがとねプロデューサー\n……うーん、お休みかぁ。……なーにしよっかなぁ……♪
今日は休んでかまわない\n最近……ちょっと無理してるだろう？,今日は休んでかまわない\n最近……ちょっと無理してるだろう？
は、はい……。プロデューサーさんは……\n全部、ご存知なんですね……！,は、はい……。プロデューサーさんは……\n全部、ご存知なんですね……！
今日は休みにしようか,今日は休みにしようか
わかりました！\nパワーを充電して、また頑張ります！,わかりました！\nパワーを充電して、また頑張ります！
智代子、最近よく頑張ってるな\nでも休むのも大切だぞ？,智代子、最近よく頑張ってるな\nでも休むのも大切だぞ？
なるほど、たしかにです！\nそしたら、せっかくだしスイーツ巡りしちゃいますね！,なるほど、たしかにです！\nそしたら、せっかくだしスイーツ巡りしちゃいますね！
最近はすごく頑張ってたからな\n樹里、今週は休みにしよう,"You've been working very hard.\r\nJuri, let's take some time off this week."
お？　そうか？\nそういうことなら折角だし、休ませてもらうぜ,Oh? Really?\r\nI'll take this opportunity to rest then.
今週は休んで大丈夫だ\nゆっくりしてくれ,今週は休んで大丈夫だ\nゆっくりしてくれ
はい……\nプロデューサーさまの、ご指示でしたら……,Yes...\nIf that is what Producer-sama instructs...
夏葉、ちょっと休んだらどうだ？\n休息もトレーニングのうち、だろ？,夏葉、ちょっと休んだらどうだ？\n休息もトレーニングのうち、だろ？
確かに……それもそうね\n休息に努めることにするわ,確かに……それもそうね\n休息に努めることにするわ
めぐる、今週は休みにするか\nたまには休みも必要だしな,めぐる、今週は休みにするか\nたまには休みも必要だしな
やったぁ！　ありがとうプロデューサー！\n久しぶりに友達と遊べるよ！,やったぁ！　ありがとうプロデューサー！\n久しぶりに友達と遊べるよ！
今日は休んでいいよ\n休むのも大切なことだからね,You can take the day off.\nIt's important to get your rest.
ほわぁ……ありがとうございます\n元気になって、またがんばりますね,"Hwaa... Thank you very much.
I'm going to rest up, so I can work hard again."
灯織、最近頑張りすぎじゃないか？\n少しは休んだほうがいいぞ,"Hiori, haven't you been working too hard lately?\r\nI think you should rest a bit."
そうですか……\nプロデューサーがそう言うなら、休息に努めます,"Really...?\r\nIf you say so, Producer, then I'll try my best to rest."
あさひ、今週は休みにしよう\nそろそろ研究とかしたいんじゃないか？,あさひ、今週は休みにしよう\nそろそろ研究とかしたいんじゃないか？
プロデューサーさん、それを見抜くとはさすがっす！\n色々研究してくるっすよ！,プロデューサーさん、それを見抜くとはさすがっす！\n色々研究してくるっすよ！
ずっとあそこにいたかったんです……\nその、プロデューサーが一緒だったので,"I wanted to stay there forever...\r\nUm, because you were there with me."
届いていますか、\nこの『歌声』ーー,"Is my ""singing voice"" reaching you?"
アイドルってもっと特別な感じかと思ったけど\n学校と変わんないね,"I thought being an idol would\nbe more special, somehow, but\nit's just the same as school."
私、こうやって会えたこと\n嬉しいから,Having gotten to meet like\nthis is so happy for me.
てっぺん……\n近づいてるみたいな感じがするんだ,The top... It feels kind of like\nit's drawing closer now.
──った……\n……何？,──tah...\n...what?
……えっ,...eh?
